date,strategy,asset,ctr
2019-10-31,CTB_ONLY,SPY,0.0709310429850394
2019-10-31,CTB_ONLY,VEA,0.07841021802792979
2019-10-31,CTB_ONLY,EEM,0.08034545498625968
2019-10-31,CTB_ONLY,IEF,0.0979652960521348
2019-10-31,CTB_ONLY,TLT,0.11579063538759042
2019-10-31,CTB_ONLY,TIP,0.10585171619075896
2019-10-31,CTB_ONLY,LQD,0.1128030901491193
2019-10-31,CTB_ONLY,VNQ,0.10491403757379421
2019-10-31,CTB_ONLY,GLD,0.1312948133284808
2019-10-31,CTB_ONLY,DBC,0.10169369531889266
2019-10-31,RB_CTB_BAND,SPY,0.09971564101113796
2019-10-31,RB_CTB_BAND,VEA,0.09947935250684785
2019-10-31,RB_CTB_BAND,EEM,0.10016924638565812
2019-10-31,RB_CTB_BAND,IEF,0.09971563718395458
2019-10-31,RB_CTB_BAND,TLT,0.10095260902552712
2019-10-31,RB_CTB_BAND,TIP,0.10261929832883444
2019-10-31,RB_CTB_BAND,LQD,0.0981075381462882
2019-10-31,RB_CTB_BAND,VNQ,0.09923960489141119
2019-10-31,RB_CTB_BAND,GLD,0.09968242375886179
2019-10-31,RB_CTB_BAND,DBC,0.10031864876147858
2019-11-29,ERC,SPY,0.09999994276215729
2019-11-29,ERC,VEA,0.099999972239258
2019-11-29,ERC,EEM,0.09999964628053366
2019-11-29,ERC,IEF,0.09999993947118553
2019-11-29,ERC,TLT,0.10000008950596698
2019-11-29,ERC,TIP,0.09999986790695137
2019-11-29,ERC,LQD,0.10000041300575334
2019-11-29,ERC,VNQ,0.10000010562549069
2019-11-29,ERC,GLD,0.10000017778895949
2019-11-29,ERC,DBC,0.09999984541374375
2019-11-29,CTB_ONLY,SPY,0.06742121657388037
2019-11-29,CTB_ONLY,VEA,0.08117446807130774
2019-11-29,CTB_ONLY,EEM,0.07955739557201906
2019-11-29,CTB_ONLY,IEF,0.09753777388839727
2019-11-29,CTB_ONLY,TLT,0.11408185015862664
2019-11-29,CTB_ONLY,TIP,0.10630533678437727
2019-11-29,CTB_ONLY,LQD,0.11455670571216499
2019-11-29,CTB_ONLY,VNQ,0.10511261478956356
2019-11-29,CTB_ONLY,GLD,0.13212707312412791
2019-11-29,CTB_ONLY,DBC,0.1021255653255351
2019-11-29,RB_CTB_BAND,SPY,0.10050284155258112
2019-11-29,RB_CTB_BAND,VEA,0.09967120686300028
2019-11-29,RB_CTB_BAND,EEM,0.10035873853895917
2019-11-29,RB_CTB_BAND,IEF,0.10001771767694946
2019-11-29,RB_CTB_BAND,TLT,0.10052535973128382
2019-11-29,RB_CTB_BAND,TIP,0.10123470697889042
2019-11-29,RB_CTB_BAND,LQD,0.09817273015294026
2019-11-29,RB_CTB_BAND,VNQ,0.09984615437203402
2019-11-29,RB_CTB_BAND,GLD,0.09947105108625257
2019-11-29,RB_CTB_BAND,DBC,0.10019949304710886
2019-12-31,ERC,SPY,0.0999999301855191
2019-12-31,ERC,VEA,0.09999997158581088
2019-12-31,ERC,EEM,0.09999963482764665
2019-12-31,ERC,IEF,0.09999993471102513
2019-12-31,ERC,TLT,0.10000008829515415
2019-12-31,ERC,TIP,0.09999987864205305
2019-12-31,ERC,LQD,0.10000043113998816
2019-12-31,ERC,VNQ,0.10000011002705102
2019-12-31,ERC,GLD,0.10000018138641828
2019-12-31,ERC,DBC,0.0999998391993337
2019-12-31,CTB_ONLY,SPY,0.05778111787081832
2019-12-31,CTB_ONLY,VEA,0.08029738029495953
2019-12-31,CTB_ONLY,EEM,0.08838013557402427
2019-12-31,CTB_ONLY,IEF,0.09553891089529049
2019-12-31,CTB_ONLY,TLT,0.11365974689153198
2019-12-31,CTB_ONLY,TIP,0.10932049904635498
2019-12-31,CTB_ONLY,LQD,0.11618072924568972
2019-12-31,CTB_ONLY,VNQ,0.09299748568071807
2019-12-31,CTB_ONLY,GLD,0.14252948243724736
2019-12-31,CTB_ONLY,DBC,0.1033145120633653
2019-12-31,RB_CTB_BAND,SPY,0.10099106182583138
2019-12-31,RB_CTB_BAND,VEA,0.10036764571397974
2019-12-31,RB_CTB_BAND,EEM,0.10033167133138185
2019-12-31,RB_CTB_BAND,IEF,0.09930170331353802
2019-12-31,RB_CTB_BAND,TLT,0.09990372546173934
2019-12-31,RB_CTB_BAND,TIP,0.10067305454945133
2019-12-31,RB_CTB_BAND,LQD,0.09879940383371502
2019-12-31,RB_CTB_BAND,VNQ,0.1015453469992039
2019-12-31,RB_CTB_BAND,GLD,0.09762152906984435
2019-12-31,RB_CTB_BAND,DBC,0.10046485790131512
2020-01-31,ERC,SPY,0.09999992976164142
2020-01-31,ERC,VEA,0.09999996823922455
2020-01-31,ERC,EEM,0.09999963125724202
2020-01-31,ERC,IEF,0.09999992898037462
2020-01-31,ERC,TLT,0.1000000906303628
2020-01-31,ERC,TIP,0.09999986610874191
2020-01-31,ERC,LQD,0.10000044444736342
2020-01-31,ERC,VNQ,0.10000010960353449
2020-01-31,ERC,GLD,0.10000019248642393
2020-01-31,ERC,DBC,0.09999983848509071
2020-01-31,CTB_ONLY,SPY,0.052874582534495077
2020-01-31,CTB_ONLY,VEA,0.09069410403623303
2020-01-31,CTB_ONLY,EEM,0.09117896537901603
2020-01-31,CTB_ONLY,IEF,0.09550237057121601
2020-01-31,CTB_ONLY,TLT,0.11795423466772094
2020-01-31,CTB_ONLY,TIP,0.10933280645641523
2020-01-31,CTB_ONLY,LQD,0.10886401700871892
2020-01-31,CTB_ONLY,VNQ,0.09242155593808994
2020-01-31,CTB_ONLY,GLD,0.13568138850755831
2020-01-31,CTB_ONLY,DBC,0.10549597490053661
2020-01-31,RB_CTB_BAND,SPY,0.10038741640369306
2020-01-31,RB_CTB_BAND,VEA,0.0998785788141898
2020-01-31,RB_CTB_BAND,EEM,0.09990032906877168
2020-01-31,RB_CTB_BAND,IEF,0.09938491184136479
2020-01-31,RB_CTB_BAND,TLT,0.09923994887898721
2020-01-31,RB_CTB_BAND,TIP,0.10011975988137627
2020-01-31,RB_CTB_BAND,LQD,0.10130920226309245
2020-01-31,RB_CTB_BAND,VNQ,0.10052207102089696
2020-01-31,RB_CTB_BAND,GLD,0.0993770191796532
2020-01-31,RB_CTB_BAND,DBC,0.0998807626479745
2020-02-28,ERC,SPY,0.09999993208994874
2020-02-28,ERC,VEA,0.09999995622689305
2020-02-28,ERC,EEM,0.09999962056652117
2020-02-28,ERC,IEF,0.09999992258059401
2020-02-28,ERC,TLT,0.10000007909151987
2020-02-28,ERC,TIP,0.09999988619482615
2020-02-28,ERC,LQD,0.10000044553441362
2020-02-28,ERC,VNQ,0.10000011647013418
2020-02-28,ERC,GLD,0.1000001991395308
2020-02-28,ERC,DBC,0.09999984210561853
2020-02-28,CTB_ONLY,SPY,0.05070579019661241
2020-02-28,CTB_ONLY,VEA,0.08941180129422553
2020-02-28,CTB_ONLY,EEM,0.09527346864294221
2020-02-28,CTB_ONLY,IEF,0.0967554134259113
2020-02-28,CTB_ONLY,TLT,0.11788928485605416
2020-02-28,CTB_ONLY,TIP,0.10899728338844317
2020-02-28,CTB_ONLY,LQD,0.11131452908220037
2020-02-28,CTB_ONLY,VNQ,0.09447121940414029
2020-02-28,CTB_ONLY,GLD,0.13605908137040829
2020-02-28,CTB_ONLY,DBC,0.09912212833906225
2020-02-28,RB_CTB_BAND,SPY,0.10023264504940174
2020-02-28,RB_CTB_BAND,VEA,0.10043426474488747
2020-02-28,RB_CTB_BAND,EEM,0.10009685670772432
2020-02-28,RB_CTB_BAND,IEF,0.09977649677433785
2020-02-28,RB_CTB_BAND,TLT,0.10026085711466502
2020-02-28,RB_CTB_BAND,TIP,0.10102435242712764
2020-02-28,RB_CTB_BAND,LQD,0.098910963279761
2020-02-28,RB_CTB_BAND,VNQ,0.09987423625863878
2020-02-28,RB_CTB_BAND,GLD,0.09911026221121202
2020-02-28,RB_CTB_BAND,DBC,0.10027906543224424
2020-03-31,ERC,SPY,0.09999992999499997
2020-03-31,ERC,VEA,0.09999996047414944
2020-03-31,ERC,EEM,0.09999961585043828
2020-03-31,ERC,IEF,0.09999991433661419
2020-03-31,ERC,TLT,0.10000007872835799
2020-03-31,ERC,TIP,0.09999988890188644
2020-03-31,ERC,LQD,0.10000045354758574
2020-03-31,ERC,VNQ,0.10000010198487524
2020-03-31,ERC,GLD,0.10000020517661187
2020-03-31,ERC,DBC,0.09999985100448089
2020-03-31,CTB_ONLY,SPY,0.04672758741942158
2020-03-31,CTB_ONLY,VEA,0.0849654243422034
2020-03-31,CTB_ONLY,EEM,0.10402768096840719
2020-03-31,CTB_ONLY,IEF,0.10299271063607478
2020-03-31,CTB_ONLY,TLT,0.11941766163583639
2020-03-31,CTB_ONLY,TIP,0.10127243874680322
2020-03-31,CTB_ONLY,LQD,0.10831626357016459
